,Composition,Formation Energy Per Atom,Corrected Energy
483,B24Ir4Li1Mg3Tb4,-0.5037,-239.0406
484,Gd13Hg4Rh4Tm3,-0.5207,-239.8503
485,Be4Gd3Ge2O14Tb1,-3.2532,-218.414
486,Lu3Mg2Pt4Tb1Zn2,-0.971,-59.8531
487,Ca2Li1Pd2,-0.6189,-19.3743
488,Cl4Nd4Pr8Te16,-1.905,-175.9682
489,As4Co16Na2Nb6P8,-0.638,-261.8961
490,B4Be2Co9Tm2Y1,-0.4656,-121.9705
491,B12Tb3Tc6Yb1,-0.5362,-169.5562
492,Co6In14Na1Tc1Zr8,-0.3143,-170.6684
493,La10Tl6,-0.3476,-69.0908
494,Er6In5Sb1Sc4,-0.4909,-78.4776
495,Er3Ho1Ir12Tb16,-0.807,-224.3199
496,Nd8O24Os2Ta2,-3.2135,-318.7532
497,Cr1Lu1P4Ru5,-0.7422,-90.3639
498,Hf3K4Se16Ti5,-1.567,-173.5999
499,Br12Np1Rb4Te1,-1.6743,-69.7947
500,Bi4Nd10Pb2,-0.6973,-81.8236
501,Al17Dy4Os8Sc2Si7,-0.648,-247.1853
502,Fe2Mo2O32P8Pb4,-2.3898,-369.8358
503,Pt9Sc3Si7Sm1Tm1,-1.1558,-145.0797
504,Ca1Ce8Ge16Ho11,-1.2305,-216.476
505,Dy3Lu1Sb20Sc4,-0.6937,-145.6739
506,Ga4N4Nb12Zn4,-0.6723,-187.8484
507,O6Pa2Sr1,-4.0176,-86.5647
508,F2O8Se2Tl2,-1.2906,-73.1905
509,Al12Rb4Se20,-1.2706,-164.5288
510,Ho4Ir10P12Ru9Sc1,-0.9076,-294.1483
511,Au1Er3Mg1Si2Zn2,-0.6729,-38.0039
512,Bi8Na16Ti2,-0.3463,-77.0751
513,Ba2N4Na2Ni6,-0.3655,-79.6271
514,Fe4Ho3O14Tm1,-2.6251,-179.1268
515,Si2Th10Tl6,-0.2838,-104.2683
516,Co5Y4,-0.1965,-63.1763
517,Co4Er8Lu4Os1Tl1,-0.2918,-101.8999
518,Ca6N1Pd1Zn15,-0.4004,-53.6552
519,Br12Rb4Re1Zr1,-1.6802,-74.8011
520,Ir10Lu4Nd16Rh2,-0.6969,-219.789
521,Cu1In8Ni1Sr2,-0.2736,-38.5556
522,Pd4Pt1Si1Ti1,-0.7239,-45.1786
523,Co1La2Os1Si2,-0.6596,-43.016
524,Al23Er6Os5Ru3Ti1,-0.6202,-228.9773
525,Re3Tc5,-0.0053,-89.1791
526,B24Lu8Mn2Ru2,-0.7219,-259.3359
527,Ce2Cu1In2Rh3Sm2,-0.6679,-59.6777
528,Ga1In2Pt3Sc3,-0.9607,-54.3878
529,Ga12Ir1Pu3Tm1,-0.5017,-100.9845
530,Ir3Sn2Tb3Zr1,-0.8444,-64.5849
531,B4Rh9Si2Sm3,-0.8137,-132.6494
532,Br2Er1Nd9Sn6,-0.9916,-92.6618
533,Ir11Nd16Rh1Tm4,-0.6895,-220.8441
534,Cd4Ho10Ir1Ru3Y6,-0.3965,-134.4932
535,Ag6Na2O8,-0.7509,-71.2388
536,Cu1Er11Fe4Sn1Tm1,-0.1915,-100.1558
537,Dy4P1Se4,-2.0517,-56.2895
538,Al24La6Os4Ru4,-0.5996,-224.3013
539,Ho16In3Mg1Pt2Ru2,-0.51,-126.1038
540,Ir3N4Pd4Pt1Zr16,-1.0703,-253.3832
541,Ga1Ho4Si7Tc6,-0.7128,-134.3286
542,Dy5Er4Ga20Y3,-0.6581,-142.3269
543,Cd4Ho10Pd2Pr6Ru2,-0.3898,-116.4644
544,Au4Si12Tb1Tm11,-0.7997,-154.4607
545,Al1Ba6Ga1K6Sb8,-0.8231,-76.0906
546,C2Hf4S1Sn1,-1.1209,-75.3955
547,Br8K2Mn2Tl2,-1.4185,-58.2222
548,Ba40Sb26,-1.1028,-256.8951
549,Ca1Pd20Pr1Si6Th1,-0.8034,-173.6488
550,K2S8Si2Tb2,-1.7129,-79.4125
551,Ca20Cd2Hg1Si9,-0.447,-105.3941
552,La1O14W2Y5,-3.4738,-208.8802
553,Ge6N1Nb5Zr5,-0.8365,-143.5395
554,Er4Li3Pt4Zn1,-0.9309,-60.7122
555,Au8Ho6In3Pb1Tm2,-0.8095,-90.7949
556,Dy1Rh6Si4Sm1,-1.0535,-87.8549
557,Mo1Nb8Si16Ti11,-0.7512,-292.3553
558,Er2Ir3Rh9Tm18,-0.827,-208.9573
559,Ho4P2Pb6Tb6,-0.8206,-94.0096
560,Hg4Nd16Pt4,-0.5838,-115.8005
561,Ag2Fe1N8O24Pr1,-1.0483,-242.0972
562,Cd4Os2Pt2Tb4Tm12,-0.4697,-121.8073
563,As4Ce2Nb2Ni4,-0.8178,-83.639
564,B28Co2Dy5Pa3,-0.6309,-276.7919
565,In2Ir3Ti1Tm3,-0.7841,-60.3987
566,As4O14Pd1Sn1,-1.5375,-127.8476
567,Al24Ho3Os7Ru1Y3,-0.6046,-233.8801
568,Ir10La17Nd3Rh2,-0.6749,-222.9255
569,Np1Tc6Tm4U1,-0.2593,-107.418
570,Hf2Rb16Sb8,-0.4875,-81.31
571,Cr6Cu4Hf2S16,-1.1069,-191.4048
572,Dy5Ho11Lu4Pb16,-0.5134,-169.4096
573,Ho3Lu9Ru1Tc3,-0.2178,-98.2768
574,P4Rb6S16Sb2,-0.9928,-129.7758
575,Dy1Ho7Si15Sn1Ti12,-0.7879,-245.1822
576,Co4Ga6Zn2,-0.2625,-52.271
577,Au2Ho20Ir6Pt4,-0.9005,-204.3249
578,Al3Eu1Ga1,-0.3674,-26.3938
579,Ac11Ga12Y1,-0.5199,-100.6141
580,Er1Ga16Sc12Y7,-0.6359,-197.1658
581,As4La2Rb6S16,-1.2254,-134.8852
582,La6O42Rb18Si12,-3.0187,-555.6431
583,Cu3Er2Ho2Mg2Rh1,-0.3715,-44.878
584,Be8Cr1Ir2Mg1,-0.4007,-63.6534
585,Ho12Pb16Sr8,-0.548,-147.6358
586,Co2Hg1Ho3Sn3,-0.5246,-45.0174
587,C4Hf4Ir8Zr12,-0.8297,-273.2473
588,Al18Cu1Eu2Ho2Ir5,-0.7474,-166.3873
589,Bi4F28Pt1Tc3,-2.5043,-196.3893
590,Ga4In2Th2Tm2,-0.5563,-46.9584
591,As1F7H4,-1.9918,-55.5122
592,Al6Re1Ru12Ti5,-0.7105,-202.7398
593,Al4Dy14Er2Rh4,-0.5177,-130.4957
594,B6Be2Co12Er3Y1,-0.4757,-164.4404
595,Er4Ir2O14Pr2,-3.1109,-183.2211
596,Ca2Cd2Dy1Li1Sn3,-0.5697,-29.5285
597,Ba2Li2S6Sm2,-2.1725,-67.9816
598,B6Ca1N12Sr8,-1.2869,-190.3813
599,B20Gd2Ho4Sm2,-0.5937,-206.131
600,C4Co4Mo1Ni4W15,-0.0865,-296.101
601,Al2N2Zn10Zr12,-0.6006,-154.9487
602,Er16Hg1In1Rh4Tl2,-0.5411,-123.3049
603,B24Fe1Ho4Lu4Mn3,-0.689,-257.4773
604,Al4Pr2Ru4Th2,-0.5804,-83.434
605,I6Sb2Se16,-0.5091,-85.5546
606,Br1Co1Ir1Sr2,-0.911,-25.5175
607,Lu12Nd8Pb16,-0.5404,-171.2538
608,F28Pt1Ti3Tm4,-3.7952,-237.8089
609,Cd6Ho14Li2Ru2Y4,-0.2765,-125.6643
610,Cu1Gd1In3Pt2Y2,-0.8223,-58.906
611,Li4P1Sc8Si15Tm8,-0.7824,-209.0617
612,Cu5Ni1Pa6Sn8,-0.3105,-121.6505
613,Ga4Pr1Pt4Th1,-0.9549,-58.1394
614,Br2Pr10Tl6,-0.648,-76.9161
615,As16Ba8Ca4Na8,-0.8638,-139.5962
616,Al16Au1Cu7Si2Sm2,-0.3405,-121.7191
617,In1Li3Pr16Rh4,-0.3204,-122.1203
618,Rh12Si6Tb2Tm4,-1.0408,-173.0749
619,Er11Ir4Lu1Si12,-0.9473,-181.7489
620,B6Rh8Yb3,-0.7108,-115.694
621,B24Dy3Lu5Ru1Tc3,-0.7243,-263.1622
622,Ca2Cu2Ho1Ni6Zn7,-0.3241,-66.125
623,Al1Ge1Ni8Tb2,-0.5158,-69.9641
624,K1Ni1O8Pd3,-1.0108,-75.154
625,Ac3Hg1Ir2Sn3,-0.6805,-48.4972
626,Bi10Ce6Tm1Y1,-0.7639,-99.1923
627,Al24Ho4Rh6Ru2Tm2,-0.7881,-209.8578
628,Al24Dy6Fe1Pt3Ru4,-0.7421,-209.5163
629,Ce2Er2Si4Tc4,-0.6328,-91.7395
630,Er1Ni1Ru3Sn6,-0.345,-66.0234
631,Ca1F12Sb1V1,-3.0639,-84.115
632,C7Ce5W2,-0.2799,-124.0875
633,Pa7Pb4Pd8Yb1,-0.4985,-134.4009
634,Dy1Eu2O14Ta2Tm3,-3.7385,-213.8535
635,Ga5S1Sb1Zr10,-0.7929,-122.3629
636,Ca3Pd28Si2Y1,-0.4775,-184.6039
637,Hf4Mn3Rh1Si4,-0.7771,-105.7057
638,Er1Pt4Tm4Y3,-0.9761,-77.8673
639,Cu18K1Nd1Si8,-0.1551,-127.4098
640,Br12Gd6Ru1Sr1,-2.0228,-155.6413
641,Ac1B2Mg1Ni8,-0.3263,-69.2373
642,Ag3K1Mg1Te8Tl1,-0.6539,-47.8715
643,Br9Cs3In1P1,-1.4972,-46.5447
644,Cu3Hg1Nd8Si12,-0.6857,-132.3075
645,Be2Cu16Si8Yb2,-0.2322,-126.0494
646,Mn1Os1Tc6Tm4,-0.2662,-103.6504
647,B24Ru2Tm5W2Y3,-0.6656,-270.5089
648,Ni1Pt23Si1Tb8,-1.0222,-221.6453
649,Ag2Hg3Rh1Y3,-0.5024,-37.8613
650,Ba12Co8O30Pr4,-2.5287,-384.0078
651,Hg1Nd1Pr19Si15,-0.6447,-200.4976
652,Ir5Pt1Si4Sr2,-0.8136,-85.106
653,Bi2Pb14Pr8Y12,-0.6533,-199.1209
654,Co4I2Nd3Pr1,-0.6467,-57.0336
655,Ga4Ge6Np4Tm2,-0.3558,-106.2868
656,Ir3O24Os1Pr8,-2.7001,-291.944
657,F8N1Os2,-1.837,-66.2902
658,Ga16Hf3Ho8Sc9,-0.6063,-193.7986
659,Ce2Si16Sm6Ta12,-0.6603,-293.0475
660,Pt3Rh1V4,-0.5234,-66.0999
661,As1Hf1Re3Si2Zr2,-0.767,-86.7994
662,B2Fe7Ho1Tm2,-0.2755,-89.4884
663,Cd4Ho3Ir2Nd6Pt2Tb7,-0.5568,-121.6701
664,Co2Ga12Tc2,-0.2653,-75.5203
665,B16Er1Pu1Tm2,-0.5633,-145.9232
666,Co2Fe10P7Sm2,-0.7052,-161.0569
667,Ba2O6Ru1Sc1,-2.8526,-77.659
668,F28Nd3Pr1Pt4,-2.9111,-201.6908
669,Lu9Pr8Sc3Si16,-0.7375,-211.2864
670,Fe4O24Sb6W2,-1.9207,-272.4652
671,Cl18Fe1Mn5,-1.378,-120.6246
672,Se12Ti2Zr22,-1.0826,-284.7654
673,Cd1Nd2Pt4Si2Sn1,-0.9503,-59.1058
674,Dy4I10Rh1Sm2,-1.4703,-75.4637
675,Er8Nb1Si16Ta2Ti9,-0.7875,-256.5742
676,Dy2Ga8Pb4Pr18,-0.4902,-150.032
677,As12Ni22P4,-0.366,-218.6341
678,As12Au4La8,-1.0699,-134.1696
679,Bi1Co5Er11Tm1,-0.3063,-99.6655
680,Ca6Ga1Rh12Si5,-0.8017,-149.8003
681,Al1Fe1Ho2Os2,-0.393,-46.1931
682,Gd12I17Tc2,-1.3299,-257.014
683,Au2Ce3Er1Rh2Tl2,-0.6977,-55.3438
684,F24La3Pa3,-4.288,-217.8669
685,Lu3Nd2O14Ta2Y1,-3.8693,-207.677
686,Co4Ga4Gd3Sm1,-0.4631,-93.1106
687,Dy1Gd2Ru4Y9,-0.3081,-133.0249
688,Al8Co1Ni3Ru4,-0.7253,-103.1149
689,Ac12I4O16,-3.5257,-247.5401
690,Cl15S1Th5Y1,-2.5211,-130.8655
691,C6Gd4O18,-2.6399,-274.645
692,Gd1La2Li3Pt3,-0.8188,-55.2862
693,Hf4N4Pt8Zr12,-1.2523,-259.3801
694,As2K4Mn1O8,-2.042,-93.1363
695,Br18Ir2Rb6Rh1V1,-1.3986,-108.6334
696,As5Hf24P7,-0.9226,-333.3741
697,Ir6Pt8Sc8Si4,-1.0996,-202.5476
698,Ga1Lu1Ni12P6Tm1,-0.7544,-129.7085
699,Hf1Mn3Ni1Si4Zr3,-0.7391,-99.4366
700,Lu8Si16W7Zr5,-0.695,-281.4383
701,Al18Er1Nd1Rh6Th2,-0.8083,-158.4022
702,Au1Ir1Rh4Sc6Sn6,-0.8502,-118.9249
703,Er1In1Pt4Tm2Zn4,-0.871,-56.0462
704,Ca6Ni15Rh1Sn8,-0.3924,-149.949
705,Dy12Ir1Si12Tc3,-0.7911,-182.4566
706,Dy2O16Sb4Sc2,-2.8389,-185.6955
707,Ge8Nb3Pa4Ti3,-0.5737,-139.3602
708,Cd2Ir4La8Yb2,-0.579,-89.0315
709,Al3Ni3Sc1Zr2,-0.6494,-57.8496
710,B4Ca3Ni14Y1Yb2,-0.4321,-133.5717
711,Er4Ir12Rh6Y2,-0.6414,-196.8436
712,Al1K6Sb4Y1,-0.608,-40.6867
713,Er5Lu1Rh4Yb4,-0.6043,-71.4355
714,B2Er1Ir2Ni6Tm1,-0.5551,-81.4215
715,Co16Hf7P5Si7Tc1,-0.852,-289.5096
716,Pr19Rh1Si15Y1,-0.6683,-210.1065
717,Au1Bi6P1Pr10,-0.9397,-96.7516
718,Cu1In1Ir4S8,-0.6999,-85.0946
719,Br20C1Rb8Tb6,-2.0496,-149.351
720,Br12Ca1Os1Pr2Sm4,-1.9773,-100.8579
721,Bi4Ho1Si4Tb9,-0.8013,-97.9764
722,Ce2Ir8Nd1Ni1,-0.6187,-100.5469
723,As12Ba3In4Sr9,-0.9873,-115.522
724,Dy3Ho2Ir16P12V3,-0.9456,-290.6518
725,Pd3Re1Sb12,-0.3185,-82.6279
726,Bi1Er12Fe4Rh1,-0.2716,-104.8349
727,Lu3Pb9Sn7Tb17,-0.6359,-176.7212
728,Ho8Pd1Pt3Si12,-0.9515,-147.9922
729,Bi10Er1La5Sc1Th1,-0.8567,-97.3152
730,Al2Pt1Si1Sm1,-0.9229,-28.3203
731,Cu2Ga1Ho3In3,-0.465,-37.414
732,B4Ru4Th1Yb1,-0.5181,-77.9491
733,I28N8Na4Nd4Pr12,-1.7139,-287.0779
734,Cd4Dy12La3Ni4Tb1,-0.2884,-108.4564
735,Gd1Ho5O12Sc1V1,-3.9277,-190.3337
736,Ag11K8P2Pt5,-0.2008,-86.4441
737,Al3Co3Dy2U1,-0.482,-57.4048
738,Ga20Ru6Y4,-0.5311,-158.0077
739,Ca12Mg4Nb8O36,-3.3013,-487.0918
740,Cu1Ho20Ir7Os4,-0.624,-222.4951
741,As1Pt8Y2,-0.8106,-75.0757
742,P4Ru5Tc1W2,-0.4343,-109.5132
743,Bi18Hf12Th4,-0.3169,-229.9358
744,Al18Hf1Ir6Tb3,-0.8434,-167.9256
745,Ba6Ir2O12Y1,-2.6344,-150.3548
746,B2Co3Cu7La3Ni3,-0.2945,-100.8274
747,Al6Fe12Mo1Ti5,-0.4349,-184.8741
748,Al24Er1Pd3Ru5Sm5,-0.6949,-206.3735
749,Ga9Li3Rh3,-0.4842,-62.335
750,Co1Cu1H12Sr4,-0.5491,-68.5615
751,Dy3Li3Si2Sn1,-0.6331,-40.1051
752,Ag1Cu1Dy3Ga2In2,-0.5149,-36.9462
753,Co4Ho11Sn1Y1Zn1,-0.3091,-96.1394
754,In2La10Os4,-0.2726,-104.1341
755,F16K6W2,-3.0078,-135.3494
756,Hf17Mo2Ni2Re6Zr1,-0.3214,-294.7382
757,Au16Ba19Ca1,-0.6665,-114.8408
758,Li1Ni1Pt3Th1,-0.8485,-38.4067
759,Al1Ir4Lu4Ti3,-0.865,-91.2491
760,Ba4Nb4O18Sr4,-3.2774,-242.2249
761,Ho2Mo4N12Nd1Y1,-1.1075,-185.9704
762,Er1Ho5Ni4Tb6,-0.2482,-82.3785
763,Mo1Si16V11Zr8,-0.7785,-293.9799
764,Ce2Hg1O2,-2.6718,-35.425
765,Mg1Sn1Zr6,-0.2041,-58.5289
766,Ce7Sb6Si2Th3,-0.9616,-116.7061
767,Bi4Cd1La2Li1,-0.676,-33.6717
768,Cd1Gd3N1,-0.8868,-55.9219
769,Ca21Ga13Mg1Sb1,-0.4488,-103.3701
770,Fe6Mg2Ni6P7,-0.5633,-138.4236
771,Er1Gd15Sn16Y4,-0.7606,-333.416
772,Ag3Co4Ho16Mg1,-0.2241,-117.2276
773,H20Hf4Rb4,-0.4059,-122.9707
774,Hg1Ho6Pd9Sc2,-0.9106,-103.4731
775,Co16Mo1P12Pr6Sc1,-0.9091,-257.2835
776,Ag1Al2Ho3Mg3,-0.3218,-31.4737
777,Fe4P12Rh16Sc4,-0.8999,-274.3934
778,B4Hf1Ir9Lu5Ru1,-0.8676,-165.4508
779,B4Ir8Ru2Sc2Tm4,-0.8433,-163.4081
780,Mg3Pt1Sn2Tb3,-0.7195,-39.2695
781,Bi3In3Tb1Tm9,-0.5231,-73.2118
782,Al4Ir3Ru1Tm16,-0.5375,-135.2851
783,I2In2K12Te8,-1.1963,-75.7346
784,Er2Yb1Zn11,-0.3287,-29.1334
785,Lu2Pt2Rh4Zn4,-0.7226,-64.3513
786,Au3Tb2Zn19,-0.2672,-49.4393
787,Al6Hf4Re1Ru1,-0.542,-90.5247
788,K12Li8P12V4,-0.5639,-150.1929
789,Ir3Ni5Sc12Si16,-0.8984,-250.5516
790,Mg2N8W2Zn4,-0.6344,-110.9979
791,Al3Ca1Pt1Sc2Si2,-0.8003,-50.0314
792,Cs3K1O8W2,-2.2658,-101.0177
793,Lu4Os1Re5Ru2,-0.3632,-114.4412
794,Li1Pd1Si12Tb8Zn2,-0.7017,-128.6289
795,Cd4Dy5Ho11Ni3Tc1,-0.2814,-111.5872
796,As4Ca2Ni4Pa2,-0.9073,-75.6852
797,Gd2Pb6Sc4Tb4,-0.525,-102.7357
798,B4Co5Sm1Yb1,-0.4685,-73.671
799,Re7Si4Tc1Tm2,-0.5,-135.1253
800,B2Ir1N2Rh1Tb2,-1.2445,-65.4595
801,Cr5Hf4Re3,-0.2728,-128.7008
802,Nd6Pr6Ru8Sn8,-0.5302,-178.411
803,Dy4La8Nd8Si16,-0.6947,-207.8744
804,Au9Ca4Ga13,-0.4798,-89.3277
805,Ca6Ga7Hg5,-0.4931,-43.6237
806,Dy1O12Pu3,-3.0129,-154.9917
807,Al1Cu1Hf3Sb6Zr7,-0.7096,-135.0965
808,La1P4Rh4Th1,-1.14,-74.86
809,Dy1Pa7Si16Ti3W9,-0.5219,-317.1135
810,B28Be2Dy1,-0.1418,-203.5029
811,Al1Ga2Pd2Tc1Th3,-0.6998,-59.0618
812,P6Ru12Si1Y2,-0.7462,-177.8007
813,Ge1Hf3Ir7Si5Tm1,-0.9906,-144.8058
814,B4Ce1Co11Pa2,-0.8581,-145.3179
815,Co1Dy5O12Ru1,-3.1102,-157.8855
816,Au1Sc11Si16Y8,-0.8307,-241.3725
817,Ca1Nd3O12Rh4,-2.3989,-153.1199
818,Bi1Co4Lu8Tm4Zn1,-0.3357,-93.6965
819,Al1Cu17Ga8Nd2,-0.2647,-114.605
820,Bi1Ce6F30Sm1,-3.9721,-252.4923
821,Na1P2Rh1Tc1,-0.6293,-33.0206
822,As1Ge1I12Nd8,-1.5952,-100.705
823,Cd4Os1Pt3Tb16,-0.5249,-119.8799
824,B12Nd4Ru1Tc5,-0.4979,-171.2563
825,Ce7F30Y1,-4.1604,-263.4388
826,B24Dy4Ir2Re2Sc4,-0.7528,-273.7281
827,C3Dy1Mn3Pr1Re14,-0.1324,-241.6912
828,Co4Cr5Dy4P12Rh11,-0.9116,-273.911
829,Co16Li2P12Zr6,-0.9615,-268.4114
830,Dy20Os3Rh9,-0.6452,-212.7444
831,O8Pm2U2,-3.8603,-117.9916
832,Ag1Ba2Cd3Sn4,-0.4169,-29.6464
833,Br2Ho2In6La6Sm2,-0.7237,-81.0284
834,Cs2Fe2Ge6O16,-2.0373,-178.6057
835,Nb4Re5Ru1Si6Ta2,-0.5527,-178.1176
836,B24Ho8Re2Rh1Ru1,-0.6626,-262.3462
837,Al24Au2Ho1Ru6Sm5,-0.647,-204.8495
838,Cl2Lu3Sm7Tl6,-0.6953,-76.9761
839,K1Li6O6Pu1,-2.4717,-91.1236
840,Li1Ru12Si16Zr7,-0.8433,-290.1988
841,Co8Fe4Ho3P12Ru8Tm1,-0.857,-278.9763
842,Ba8Pu2S12,-2.1996,-141.9149
843,Pa3Ru5,-0.483,-78.78
844,As12Mo1Ni17Y6,-0.7266,-229.9725
845,Dy10Rh4Tb2,-0.5197,-93.1091
846,As4Mg1Rb2Ti1Zn2,-0.6161,-38.774
847,N48Nb5Re12Ru3Tb12,-0.8632,-752.4857
848,Hg2In1Nd3Rh3,-0.6181,-45.3189
849,Au1Dy2Ga12Ho2,-0.5414,-67.1924
850,Cs8Pa2S8,-1.5123,-86.5064
851,Dy2H2Sn6Yb8,-0.7062,-65.0847
852,Dy20Os4Tl8,-0.3363,-166.7007
853,Cd2Cu1Dy3Er1Ni3,-0.4213,-45.8868
854,Gd2I10Nd4Os1,-1.4629,-98.6025
855,F12Pd1Ru1Sb1,-2.1646,-73.9908
856,La1Nd1Pa1Sn7,-0.532,-52.6058
857,Ga18Ir4Nd4Pt2,-0.7042,-140.7922
858,Ac5Ho13Pb16Pr2,-0.5656,-169.504
859,Co1O12Re1Yb6,-2.9299,-146.7646
860,Ge1Li2Sc10Si15Tm8,-0.7911,-217.4315
861,Be3Ni1Ru1Ta1,-0.4782,-40.9995
862,Ga18Pt3Rh3Sm4,-0.7191,-133.8196
863,Bi3In3S2Zr10,-0.7142,-126.53
864,Ag3Cd1Co3Ni1Tm16,-0.2791,-114.8362
865,Nb4Rh18Ti1W1,-0.4923,-205.6322
866,Cd1Hg8Pd4Tb11,-0.6282,-90.1273
867,Bi4Cl3O20Re1,-1.1408,-164.4522
868,B20Tb4Y4,-0.6022,-194.8534
869,Al5Hf6Mn18,-0.2846,-251.6398
870,Cd4Ce1Fe4Tb15,-0.1551,-116.7419
871,Eu6N7Os2,-0.9225,-156.4004
872,Cr4N20O8P12Sr4,-1.4307,-385.3154
873,Er2Ga2Lu8Sb4,-0.7971,-80.629
874,Ga2Ir4Sn4Sr1,-0.464,-64.2413
875,Ac1Pm1Si2Zn2,-0.5511,-25.5482
876,Ga15Ho1Sc12Si1Sm7,-0.6138,-186.5447
877,Au7Bi1Rb4Sb1,-0.3532,-39.4494
878,Ga8In4Lu20,-0.4706,-140.7095
879,Li2Ni3P3Tc1,-0.6572,-53.6734
880,Bi3Ho5O14,-2.9445,-168.6326
881,Ag2Ga6Ni2Tb2,-0.5098,-50.7805
882,Ca12Mg2Pd8Si6,-0.705,-120.9988
883,F20Gd6Tl2,-4.0723,-241.5558
884,Al2Cu1Pd8Zn1,-0.5708,-61.139
885,Er9Lu1Sb2Zn4,-0.5073,-67.0435
886,Cd3Mo4O24P6,-2.3635,-284.8302
887,B8La2Os5Rh2Ru1,-0.4664,-151.8427
888,Ir4Mg5P12Ru15,-0.5675,-267.8602
889,B14Fe1Ho5Mn1Tm1,-0.6311,-152.4165
890,Co10Lu10Zr2,-0.2905,-139.7794
891,Lu6Tc4Th4,-0.2096,-101.1587
892,Cd3Pt1Si12Sr8,-0.4707,-98.7551
893,Br12La6Tc1Yb1,-2.0625,-102.4097
894,Ho1Ir6Mn6Nd1P7,-0.7548,-171.0966
895,Ho1In2Pa3Pd4,-0.6099,-65.4483
896,C1Hf10Si6,-0.8153,-155.2109
897,Ga4K2Rb10Te12,-1.0614,-91.5775
898,Ho13Nd7Pt16,-1.1497,-231.4728
899,Co3Eu4I2Ru1,-0.6124,-80.9394
900,Be1Cu1Si2Yb1,-0.3676,-22.0668
901,Ag2Er15In2Ir4Y1,-0.5687,-135.1523
902,Ge1Sc10Si5,-0.7733,-107.447
903,Dy3Nd3Rh6Sn6,-0.8758,-112.1333
904,La11Sn16Y4Yb5,-0.8024,-180.8998
905,Pt1Re3Rh1Tc3,-0.2103,-83.5327
906,Fe4Ho3O24Sm1W4,-2.6282,-317.5441
907,B3Na3O9Tb2,-3.0254,-129.2519
908,Fe4Na4P12Rh16,-0.6881,-246.7293
909,Ho9Ir9Rh3Tb11,-0.802,-219.5233
910,F4O2Ti1,-2.6387,-43.9084
911,Os1Si16Tb8Ti11,-0.7919,-250.4666
912,Al1Lu12Ni4Os1,-0.383,-99.2387
913,C2Nd10Sb5Sn1,-0.9011,-107.0092
914,Ca4Gd2O12V2,-3.2695,-179.1088
915,Ce2Cs2Ni2S6,-1.6108,-69.3653
916,B2Co6Dy1Er1Ge2,-0.5284,-80.7704
917,Ir4Pa3Si4U1,-0.8865,-107.5282
918,Np1O19Pr5U4,-3.8219,-286.864
919,Ba1Cd11La2,-0.3048,-26.2101
920,Lu2Si4Tb2Zn4,-0.5904,-52.1358
921,Dy3Ga24Pt9Sr1,-0.6788,-167.9395
922,Al4Au1Ru3Tb4,-0.6394,-72.2896
923,Os7Re1Tb1Y3,-0.2972,-118.6367
924,In4Lu2O18Te3,-2.2466,-179.2011
925,Ru2Tc4Th14,-0.2744,-169.273
926,Lu1P4Tc8Zr1,-0.6853,-127.2012
927,Ca9Er1F2Sn6,-1.2736,-73.4225
928,Lu2Mg4Pt4Yb2,-0.9219,-53.8688
929,Bi1Ca2Cd1O14Os2Ru2,-1.8961,-160.8139
930,Bi2Si1Zr6,-0.5139,-69.117
931,Br12Hg1Si1Sm8,-1.8218,-103.2009
932,Cd3Ho2In1Lu14Ni4,-0.3393,-109.2429
933,Cd1In1P7Ru12,-0.4435,-162.1747
934,Na2Pr2S8Si2,-1.6339,-79.0232
935,As3Bi8Ge1Sr20,-0.9096,-112.6176
936,Na8O24Te8,-1.727,-223.5917
937,Bi12Ho14Lu2Pr4,-0.6848,-160.9135
938,Co1Dy8Tb4Tc3,-0.1149,-95.4199
939,Bi1In1Pu4Rh4,-0.5135,-98.3053
940,Er4Hf3Ir4Mg1,-0.7817,-94.4772
941,Lu2Rh7Sb6Yb2,-0.8627,-103.1114
942,Co16Hf2P12Tm4Y2,-1.0337,-266.6562
943,B1I5Sm4,-1.2739,-45.9123
944,Cu1Nb1Pt5Zn1,-0.5228,-49.9969
945,Co2Cu1Sc3Sn3,-0.5251,-54.0679
946,Ho4Sc12Si15Sn1Tm4,-0.8141,-226.921
947,Cu3Pr8Pt1Si12,-0.7879,-140.6302
948,O12Re2Yb6,-3.1561,-156.6247
949,Au3Nd4Pb2Rh1,-0.7522,-51.2061
950,Fe4Ge4Tb2V2,-0.5024,-85.8374
951,Dy2Ge16Hf6Ta12,-0.564,-303.8558
952,Er20Hg6Ru2,-0.3558,-121.6863
953,H18Np2Re1Ta1,-0.2159,-116.0159
954,Ca8Co1Fe2N8,-0.9181,-124.2291
955,B4Ge1Mg1Rh10Sc4,-0.8316,-148.5462
956,Co1In2Li1Ni19P6,-0.4485,-169.8291
957,Nd2Rh1Ru1Si2,-0.8823,-42.3196
958,B2Co6Si2Tm1Y1,-0.6373,-85.4488
959,Au8Er8Hg2,-0.8151,-78.0112
960,Al3Pr2Sc1,-0.4098,-29.59
961,B6Gd5Mn2,-0.4529,-134.7699
962,Ho17Pt1Si15Tm3,-0.779,-206.8221
963,Br17Cs2La10Mn2,-1.8779,-155.5179
964,Ce2Ni11P7W1,-0.7463,-141.9721
965,Ru4Tc4U1Zr7,-0.4976,-157.6272
966,Al1Mn8Ti3,-0.2787,-104.0722
